##$#TombolaLib;1.1;CSV_PLUS
#
# TombolaLib 1.1
# File description: Series list freshly generated by TombolaCards
# Creation timestamp: 2020/03/29 13:23:42
# File Format: CSV_PLUS. Use of Jolly numbers: ON
# 20 Series (120 cards)
# Card generation tecnique: PerfectSwap_1.1
# Card set generation heuristic: Control & Add Factory 1.0
#
CardLabel;NumR0C0;NumR0C1;NumR0C2;NumR0C3;NumR0C4;NumR0C5;NumR0C6;NumR0C7;NumR0C8;NumR1C0;NumR1C1;NumR1C2;NumR1C3;NumR1C4;NumR1C5;NumR1C6;NumR1C7;NumR1C8;NumR2C0;NumR2C1;NumR2C2;NumR2C3;NumR2C4;NumR2C5;NumR2C6;NumR2C7;NumR2C8;JollyIndex;MaxEqualPerCard;MaxEqualPerRow;
"Proud-018-W1";00;18;29;00;00;52;68;74;00;09;12;27;39;00;00;61;00;00;00;00;26;34;47;57;00;00;80;(00);05;02;
"Proud-019-MV";00;00;00;35;46;58;00;77;80;04;00;23;36;00;00;66;00;90;00;16;00;34;43;55;67;00;00;(01);05;02;
"Proud-020-5X";00;00;28;30;41;00;00;72;87;00;17;27;00;00;56;69;73;00;07;00;21;31;48;00;62;00;00;(08);05;02;
"Proud-021-DF";00;00;22;33;47;00;00;75;82;05;10;00;00;00;51;68;74;00;00;00;25;37;40;57;00;70;00;(09);05;02;
"Proud-022-2J";09;19;00;00;44;59;00;00;89;03;13;29;00;45;00;65;00;00;00;18;00;39;00;00;60;76;88;(03);05;02;
"Proud-023-IF";08;14;00;00;00;50;00;71;85;02;12;26;00;49;00;63;00;00;00;11;20;38;00;54;00;00;81;(05);05;02;
"Proud-024-VB";06;15;00;00;00;00;61;78;86;01;00;00;32;00;52;00;79;84;00;00;24;00;42;53;64;00;83;(01);05;02;
"Proud-025-KN";09;18;21;00;45;00;00;70;00;00;14;29;34;00;00;63;00;81;04;00;00;31;40;59;00;74;00;(04);05;02;
"Proud-026-W5";00;00;22;33;48;58;00;72;00;08;00;20;39;00;53;00;00;83;00;12;26;38;00;56;65;00;00;(10);05;02;
"Proud-027-CF";05;10;00;00;00;00;69;78;90;01;16;23;00;00;00;00;75;85;00;19;00;37;44;52;00;00;88;(09);05;02;
"Proud-028-GB";00;17;00;35;00;57;68;76;00;00;00;27;00;43;00;64;77;86;02;15;28;32;00;00;00;79;00;(11);05;02;
"Proud-029-IL";00;13;00;36;47;00;61;00;89;06;00;00;00;00;54;66;73;82;03;00;25;00;42;51;67;00;00;(07);05;02;
"Proud-030-UH";00;00;24;30;46;55;00;00;80;00;11;00;00;41;00;62;71;87;07;00;00;00;49;50;60;00;84;(09);05;02;
"Proud-031-9P";00;00;00;37;45;57;66;75;00;00;00;20;31;47;55;00;00;80;09;17;29;00;00;51;64;00;00;(06);05;02;
"Proud-032-65";08;11;00;35;00;59;00;79;00;00;14;00;39;43;00;69;00;89;00;10;22;00;46;00;60;00;85;(10);05;02;
"Proud-033-BL";01;00;24;00;00;00;67;78;88;02;00;00;30;48;52;63;00;00;07;19;00;00;00;54;00;70;86;(01);05;02;
"Proud-034-FB";06;13;25;00;00;56;00;00;87;00;18;27;38;00;53;00;00;82;00;00;26;00;44;00;68;76;83;(00);05;02;
"Proud-035-VD";05;12;00;34;00;00;62;77;00;00;15;00;00;41;50;00;74;90;03;00;21;36;40;00;00;71;00;(09);05;02;
"Proud-036-KD";00;00;28;33;49;00;61;00;81;00;16;00;00;42;58;00;72;84;04;00;23;32;00;00;65;73;00;(12);05;02;
"Proud-037-P7";01;18;00;00;43;00;00;74;86;03;00;27;00;00;53;00;70;85;00;00;00;31;44;51;68;00;84;(06);05;02;
"Proud-038-C5";07;15;00;38;00;00;00;78;90;00;12;22;32;00;54;00;00;87;00;00;20;00;47;56;62;71;00;(09);05;02;
"Proud-039-PV";00;14;29;37;00;00;67;00;80;04;00;28;00;00;58;65;79;00;00;00;00;30;48;59;60;00;82;(09);05;02;
"Proud-040-03";05;00;25;39;45;00;00;76;00;00;00;26;00;00;50;66;73;88;02;13;00;35;42;00;63;00;00;(04);05;02;
"Proud-041-T3";00;11;00;36;41;52;00;00;81;09;19;00;34;40;00;00;72;00;00;16;24;00;46;00;64;77;00;(02);05;02;
"Proud-042-23";06;00;23;00;00;55;69;00;83;08;10;00;00;49;57;61;00;00;00;17;21;33;00;00;00;75;89;(08);05;02;
"Proud-043-IT";07;00;20;00;00;00;65;75;89;00;18;21;30;40;00;00;00;84;00;10;00;36;00;55;00;77;88;(09);05;02;
"Proud-044-9F";00;00;22;39;00;00;63;76;85;05;14;00;00;43;00;64;00;81;03;17;00;00;47;51;00;72;00;(09);05;02;
"Proud-045-O3";04;13;00;32;41;56;00;00;00;00;00;00;00;46;58;68;78;90;00;00;29;37;00;50;62;70;00;(11);05;02;
"Proud-046-H1";06;15;28;00;45;00;00;00;80;09;12;00;00;48;54;60;00;00;02;00;24;31;00;00;00;79;86;(11);05;02;
"Proud-047-BP";00;00;00;35;49;53;67;73;00;00;11;00;34;44;00;61;00;83;08;19;26;00;00;52;00;74;00;(13);05;02;
"Proud-048-DF";00;16;25;33;42;00;00;00;87;01;00;27;38;00;57;69;00;00;00;00;23;00;00;59;66;71;82;(12);05;02;
"Proud-049-IP";00;16;00;38;41;00;67;72;00;00;18;00;00;48;00;63;78;87;09;12;24;00;00;59;00;00;83;(04);05;02;
"Proud-050-TZ";07;13;00;00;40;57;00;73;00;04;00;00;00;00;52;62;75;88;01;14;28;35;00;00;00;77;00;(10);05;02;
"Proud-051-K9";00;19;21;34;00;56;00;00;90;00;00;27;31;49;00;68;00;82;03;00;25;00;00;00;60;71;85;(12);05;02;
"Proud-052-9X";05;00;00;32;45;51;61;00;00;00;11;00;30;46;58;00;00;86;00;15;20;00;00;00;69;70;84;(07);05;02;
"Proud-053-LR";00;17;29;36;00;50;00;79;00;06;00;23;39;44;00;00;00;81;08;00;26;37;00;55;66;00;00;(08);05;02;
"Proud-054-TJ";00;00;22;00;42;00;64;74;89;00;10;00;33;47;54;00;00;80;02;00;00;00;43;53;65;76;00;(14);05;02;
"Proud-055-GR";07;00;25;34;00;00;00;79;85;00;00;27;36;00;58;63;00;81;00;15;00;32;47;50;69;00;00;(06);05;02;
"Proud-056-0H";06;11;00;38;00;00;00;73;88;00;10;00;00;45;55;60;71;00;00;19;22;35;40;00;00;76;00;(05);05;02;
"Proud-057-M1";00;00;24;31;44;00;64;75;00;00;00;21;00;49;57;65;00;82;05;16;00;00;43;00;62;00;89;(07);05;02;
"Proud-058-YJ";01;00;00;00;46;53;68;72;00;08;00;23;00;00;54;67;00;84;04;17;20;39;00;00;00;00;86;(07);05;02;
"Proud-059-OR";02;12;00;00;00;59;00;78;90;00;00;29;33;00;51;00;70;87;00;14;28;00;42;00;61;00;80;(11);05;02;
"Proud-060-W1";00;13;26;00;48;00;00;74;83;03;00;00;37;00;56;66;77;00;09;18;00;30;41;52;00;00;00;(02);05;02;
"Proud-061-A9";00;00;00;34;00;59;64;73;90;03;00;22;33;00;00;00;76;81;07;18;29;00;41;55;00;00;00;(00);05;02;
"Proud-062-7V";00;00;21;38;00;56;61;71;00;06;12;00;00;40;52;00;72;00;00;13;27;00;00;54;67;00;86;(12);05;02;
"Proud-063-1B";05;19;28;00;43;00;00;00;82;08;00;00;00;00;51;69;78;85;04;17;00;32;42;00;00;00;89;(13);05;02;
"Proud-064-HV";00;00;24;00;45;00;63;75;88;00;10;00;36;00;00;62;70;80;09;14;00;35;48;53;00;00;00;(11);05;02;
"Proud-065-ZX";00;00;26;00;49;58;66;79;00;02;00;25;00;00;00;68;77;84;00;15;00;39;46;00;60;00;83;(03);05;02;
"Proud-066-KL";00;00;20;30;44;00;65;74;00;00;16;23;31;47;50;00;00;00;01;11;00;37;00;57;00;00;87;(13);05;02;
"Proud-067-PH";00;16;20;00;00;51;00;79;80;00;00;26;37;45;00;00;71;86;03;00;00;34;00;54;63;74;00;(12);05;02;
"Proud-068-BR";00;15;28;00;48;55;60;00;00;09;00;22;00;00;00;62;78;84;01;00;00;38;43;59;00;00;88;(05);05;02;
"Proud-069-AD";00;13;00;33;47;50;00;77;00;00;12;29;00;00;56;68;00;83;02;17;00;00;44;00;69;00;85;(13);05;02;
"Proud-070-ZL";04;10;00;39;00;00;64;72;00;08;00;00;00;40;00;67;75;82;06;00;24;32;00;52;00;70;00;(01);05;02;
"Proud-071-KZ";00;14;27;30;00;00;66;00;81;00;19;25;36;00;57;65;00;00;07;11;00;31;49;00;00;76;00;(07);05;02;
"Proud-072-Q7";05;18;00;00;41;00;00;73;90;00;00;23;35;42;53;00;00;89;00;00;21;00;46;58;61;00;87;(12);05;02;
"Proud-073-53";00;00;24;31;00;53;61;73;00;05;12;00;00;00;55;00;72;85;00;11;20;37;41;00;00;00;86;(07);05;02;
"Proud-074-7Z";09;00;29;36;47;00;00;70;00;08;15;00;00;00;52;63;00;89;00;19;00;32;00;59;64;00;84;(04);05;02;
"Proud-075-5P";02;00;21;00;00;00;62;74;82;00;13;00;00;46;54;00;77;81;00;00;00;35;44;50;00;76;80;(04);05;02;
"Proud-076-YT";00;17;23;00;48;58;66;00;00;04;00;22;00;40;00;00;71;88;03;18;00;38;00;57;00;00;90;(05);05;02;
"Proud-077-UB";07;10;00;00;49;00;69;00;87;00;00;28;33;45;51;00;79;00;06;00;26;34;42;00;60;00;00;(09);05;02;
"Proud-078-AT";00;16;00;30;00;00;65;75;83;00;14;27;00;43;00;68;78;00;01;00;25;39;00;56;67;00;00;(00);05;02;
"Proud-079-RF";04;00;20;00;00;53;00;77;84;02;14;00;00;00;56;62;00;83;05;16;00;32;40;00;68;00;00;(06);05;02;
"Proud-080-XJ";00;00;25;00;44;54;00;74;90;09;00;00;30;47;00;00;78;85;00;15;29;00;42;00;64;00;82;(06);05;02;
"Proud-081-9T";06;12;00;36;00;00;60;70;00;00;00;22;38;00;52;65;73;00;00;18;00;37;41;00;00;72;81;(12);05;02;
"Proud-082-PJ";00;00;24;00;49;51;69;00;89;03;19;27;00;45;00;66;00;00;00;00;00;39;43;57;00;79;80;(11);05;02;
"Proud-083-VH";01;17;28;34;00;00;67;00;00;00;00;23;00;00;50;63;75;87;00;10;26;31;48;00;00;71;00;(13);05;02;
"Proud-084-2H";08;00;00;33;00;58;61;00;86;00;11;21;00;46;55;00;00;88;07;13;00;35;00;59;00;76;00;(05);05;02;
"Proud-085-AN";09;00;20;00;40;00;66;00;81;00;17;23;30;00;50;00;73;00;00;16;00;00;41;53;00;78;89;(05);05;02;
"Proud-086-07";00;00;28;36;44;00;61;76;00;00;12;00;38;49;51;67;00;00;07;14;00;32;48;00;00;00;85;(06);05;02;
"Proud-087-O5";00;11;00;37;00;56;68;00;82;01;00;26;00;00;59;00;79;80;08;00;21;00;43;00;00;77;87;(02);05;02;
"Proud-088-DT";03;19;22;00;00;55;60;00;00;02;00;00;33;00;52;00;75;86;00;00;27;00;42;00;63;74;84;(02);05;02;
"Proud-089-H9";04;18;00;00;47;00;64;00;83;00;00;29;00;45;58;69;71;00;00;10;24;35;00;00;62;00;90;(08);05;02;
"Proud-090-S7";00;13;25;34;00;54;00;72;00;06;00;00;39;00;57;00;70;88;05;15;00;31;46;00;65;00;00;(09);05;02;
"Proud-091-MP";01;19;00;31;00;58;00;00;80;00;00;29;00;48;55;69;75;00;02;00;00;00;49;53;00;70;90;(09);05;02;
"Proud-092-DP";00;18;00;34;00;57;67;77;00;05;00;20;36;00;00;64;72;00;00;13;23;00;44;00;00;78;89;(06);05;02;
"Proud-093-PN";00;00;28;39;00;52;65;00;87;03;11;00;00;00;51;63;76;00;00;00;25;37;46;00;00;74;83;(12);05;02;
"Proud-094-QD";00;00;00;30;42;59;66;00;85;09;15;24;00;40;00;68;00;00;06;10;27;00;00;00;61;71;00;(05);05;02;
"Proud-095-NZ";07;00;21;38;00;00;60;00;81;00;17;22;33;43;00;00;00;88;04;16;00;00;41;54;00;79;00;(13);05;02;
"Proud-096-I7";00;00;00;35;47;00;62;73;86;08;12;00;00;45;50;00;00;84;00;14;26;32;00;56;00;00;82;(11);05;02;
"Proud-097-85";00;12;00;31;00;50;00;70;81;03;11;00;00;00;00;68;77;87;00;17;22;32;45;00;00;71;00;(13);05;02;
"Proud-098-PH";00;13;27;00;49;58;00;00;84;02;00;00;00;41;00;69;74;86;05;00;00;35;48;00;66;00;82;(08);05;02;
"Proud-099-EP";01;10;00;00;00;00;67;76;83;00;00;21;38;44;00;65;00;80;00;00;20;37;43;55;61;00;00;(05);05;02;
"Proud-100-61";08;18;00;00;00;52;62;78;00;00;00;25;33;00;53;00;72;88;00;16;29;34;42;59;00;00;00;(00);05;02;
"Proud-101-A7";07;00;00;30;46;00;00;75;90;04;19;00;00;00;56;60;00;85;00;15;24;36;00;00;64;73;00;(09);05;02;
"Proud-102-TL";06;00;26;00;47;54;63;00;00;00;14;23;39;40;51;00;00;00;09;00;28;00;00;57;00;79;89;(07);05;02;
"Proud-103-RL";01;13;00;31;41;00;65;00;00;00;00;28;00;42;00;68;78;89;00;00;00;36;43;55;00;70;87;(08);05;02;
"Proud-104-OX";07;00;00;30;00;56;61;00;82;00;16;26;00;00;57;00;71;85;02;00;00;00;47;58;60;79;00;(02);05;02;
"Proud-105-P9";04;18;00;38;45;00;00;00;86;00;00;27;00;40;59;00;72;90;00;11;25;00;00;00;69;75;80;(01);05;02;
"Proud-106-X7";05;15;24;33;44;00;00;00;00;00;00;00;35;48;54;62;00;84;00;17;29;32;00;00;00;73;83;(00);05;02;
"Proud-107-W1";06;19;00;37;46;00;63;00;00;09;14;00;00;00;50;67;76;00;08;00;22;00;00;51;00;77;88;(10);05;02;
"Proud-108-N1";00;10;20;34;00;53;64;00;00;03;00;21;39;00;00;66;74;00;00;12;23;00;49;52;00;00;81;(05);05;02;
"Proud-109-ML";05;00;00;32;00;59;00;71;85;00;12;25;00;41;58;00;00;88;00;13;00;00;46;51;63;00;80;(08);05;02;
"Proud-110-Z3";00;00;22;00;49;00;62;75;83;00;00;00;39;42;56;00;74;87;04;11;00;00;43;50;00;77;00;(12);05;02;
"Proud-111-RL";00;15;00;35;48;00;68;73;00;02;16;00;00;00;00;61;72;90;00;00;27;37;00;54;60;00;89;(08);05;02;
"Proud-112-DL";03;10;29;00;47;53;00;00;00;00;14;23;30;00;00;65;00;86;00;17;24;33;00;55;00;78;00;(11);05;02;
"Proud-113-OZ";00;19;28;34;44;00;00;70;00;08;00;00;38;40;52;66;00;00;07;00;20;31;00;00;69;00;82;(06);05;02;
"Proud-114-67";06;18;00;00;00;00;67;76;84;01;00;21;00;00;57;64;00;81;09;00;26;36;45;00;00;79;00;(05);05;02;
"Proud-115-CJ";00;14;00;00;00;57;68;74;90;00;00;25;35;48;59;00;00;87;08;17;20;36;00;54;00;00;00;(10);05;02;
"Proud-116-P3";04;13;00;39;42;52;00;00;00;05;00;24;00;00;00;67;71;81;00;00;26;30;41;53;60;00;00;(03);05;02;
"Proud-117-GL";00;00;00;32;44;00;69;77;82;09;12;22;00;46;50;00;00;00;00;10;00;38;00;55;00;72;89;(06);05;02;
"Proud-118-TH";00;15;21;00;40;00;63;00;83;00;00;28;31;00;56;00;73;80;02;00;00;33;00;00;66;78;84;(07);05;02;
"Proud-119-7V";00;00;23;34;49;00;64;70;00;03;16;00;00;45;00;00;76;85;06;18;00;00;00;51;61;75;00;(00);05;02;
"Proud-120-31";01;11;27;00;00;00;62;00;86;07;00;29;37;47;58;00;00;00;00;19;00;00;43;00;65;79;88;(11);05;02;
#
# Series generator random seed: -7.362.004.484.482.887.472
# Generation heuristic approximately took took 21 hours, 7 minutes, 25 seconds, 452 milliseconds
#
# 120 cards have  5 numbers equal to another card
# 120 cards have at least a row with  2 numbers equal to a row in an another card
#
# END OF CARD FILE
